Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE NOTIVAL PEDRO MOLL;33010315;RJ;Campos dos Goytacazes;Rural;Área remanescente de quilombos;Pública;"AVENIDA PRINCIPAL, 320 RIO PRETO. 28125-000 Campos dos Goytacazes - RJ.";(22) 27366190;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.72833;-41.6060083333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PONTA DA PALHA;33010323;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA LAGOA DE CIMA, 0 MORANGABA. LAGOA DE CIMA. 28120-971 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;EM ANTONIO FRANCISCO SALES;33010340;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"ESTRADA DO RIO DO NORTE DO IMBE, SN IMBE. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CONCEICAO DO IMBE;33010358;RJ;Campos dos Goytacazes;Rural;Área remanescente de quilombos;Pública;"FAZENDA CONCEICAO DO IMBE, 0 CONCEICAO DO IMBE. 28125-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FAZENDA CHALITA;33010366;RJ;Campos dos Goytacazes;Rural;Área remanescente de quilombos;Pública;"FAZENDA DA PENHA, S/N 28125-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7112402;-41.5400042
ESCOLA PARALISADA;EM FAZENDA SERTAO;33010374;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"MORANGABA, 28110-000 Campos dos Goytacazes - RJ.";(22) 97075873;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FAZENDA ALELUIA;33010382;RJ;Campos dos Goytacazes;Rural;Área remanescente de quilombos;Pública;"FAZENDA ALELUIA, 0 IMBE. 28120-971 Campos dos Goytacazes - RJ.";(22) 997035340;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7982739;-41.603572
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MANOEL PEREIRA GONCALVES;33010390;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DA FIGUEIRA, 0 FAZ DA FELICIDADE. CAXETA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;EM ROOSEVELT CHRISOSTOMO DE OLIVEIRA;33010404;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SERRA DO RIO PRETO, 0 MORANGABA. 28125-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SALVADOR BENZI;33010412;RJ;Campos dos Goytacazes;Rural;Área remanescente de quilombos;Pública;"FAZENDA OPINIAO, 0 MORANGABA. IMBE. 28125-000 Campos dos Goytacazes - RJ.";(22) 981866941;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.8254926;-41.6505857
ESCOLA PARALISADA;EM SANTA RITA;33010420;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA MOCOTO, 0 MORANGABA. IMBE. 28125-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;-21.8352558;-41.7390711
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTO AMARO;33010439;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"FAZENDA AGUA FRIA , S/Nº MORANGABA 9º DISTRITO, 0 AGUA FRIA. MORANGABA. 28125-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LULO FERREIRA DE ARAUJO;33010447;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA NOSSA SENHORA DA PENHA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";(22) 27215025;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-21.37578;-41.34673
ESCOLA PARALISADA;EM DR GASTAO GRACA - MUNICIPALIZADA;33010463;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"BR 101, 0 KM 4. MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM LUIZ MONTEIRO BARBOSA;33010471;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA SAO LUIS DE MUTUCA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;E E MUNICIPALIZADA LULO FERREIRA DE ARAUJO;33010480;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"AV NOSSA SENHORA DA PENHA, MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SESMARIA;33010510;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"SESMARIA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE THEOTONIO FERREIRA DE ARAUJO;33010528;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA NILO PECANHA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";(22) 27215133;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";;-21.3776274584234;-41.3510093651712
ESCOLA PARALISADA;EM AMARO RIBEIRO DE CARVALHO;33010536;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA GUARAREMA, SN MORRO DO COCO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M ANTONIO SANTANA SOBRINHO;33010544;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA CONCEICAO, SN FAZENDA CONCEICAO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M DR HERCULANO AQUINO;33010552;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA COLONIA, SN FAZENDA COLONIA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M GUARAREMA;33010579;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA GUARAREMA, SN FAZENDA GUARAREMA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FELICIO SARLO;33010595;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA IPIRANGA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";(22) 992581570;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.3718512;-41.3390876
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOAO CARLOS DE CASTRO;33010609;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PIAO DE BAIXO, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.2637799;-41.3278483
ESCOLA PARALISADA;E M JOSE CARLOS PAES;33010617;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA PEDRA SANTA, SN MORRO DO COCO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM MAURA BATISTA PECANHA;33010625;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"CRUZ DO MATO, SN MORRO DO COCO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM FAZENDA MURITIBA;33010633;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"EM FAZENDA MURITIBA, SN EM FAZENDA MURITIBA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTA ROSA;33010641;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"FAZENDA SANTA ROSA, 0 MORRO DO COCO. 28178-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE DOUTOR BARROS BARRETO;33010650;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA BARROS BARRETO, 0 BAIXA GRANDE. 28140-000 Campos dos Goytacazes - RJ.";(22) 27216009;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-21.9473452912644;-41.1341115273535
ESCOLA PARALISADA;EE DR CARDOSO DE MELO;33010692;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA BELMIRO JOSE CHAGAS, 28143-000 Campos dos Goytacazes - RJ.";;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARIA QUEIROZ DE OLIVEIRA - MUNICIPALIZADA;33010722;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA CANDIDA PESSANHA, 0 MINEIROS. 28140-000 Campos dos Goytacazes - RJ.";(22) 27210241;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.8810823;-41.2219202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM AMARO ANTONIO DA SILVA;33010730;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO ACUCAR, 0 PONTO DO COQUEIRO. 28143-000 Campos dos Goytacazes - RJ.";(22) 27315475;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FAROL DE SAO TOME;33010749;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVINDA PINHEIRO MACHADO, 956 FAROL DE SAO TOME. RADIO VELHO. 28140-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FRANCISCO RIBEIRO SIQUEIRA;33010757;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DA BABOSA, 0 BABOSA. 28143-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.93913;-41.11915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM HEITOR ALVES BARRETO;33010765;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO LARGO DO GARCIA, 0 LARGO DO GARCIA. 28145-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.8932;-41.16252
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE DAS CHAGAS PINTO;33010773;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA DE MARRECAS, 0 MARRECAS. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.9472446;-41.0535054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE DE ANCHIETA;33010781;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA XINGU, 0 XEXE. 28140-000 Campos dos Goytacazes - RJ.";(22) 999746400;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;EM MONT ALVERNE;33010790;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"ESTRADA PRINCIPAL DO MULACO, SN MULACO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PEDRO BARBOSA;33010803;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA PRINCIPAL, 0 RUA DO COLEGIO. MUSSUREPE. 28140-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.91198;-41.09079
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTA TEREZINHA;33010811;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DOM BONIFACIO PLUM, 0 BAIXA GRANDE. 28140-000 Campos dos Goytacazes - RJ.";(22) 27216589;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTA MARIA;33010854;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MARTE, 0 SANTA MARIA. 28155-000 Campos dos Goytacazes - RJ.";(22) 27812405;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-21.26805;-41.45043
ESCOLA PARALISADA;E M ARCHIMINIO CALDEIRA DA CRUZ;33010862;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA SANTA RITA, FAZENDA SANTA RITA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CARLOS JARDIM DA CRUZ - MUNICIPALIZADA;33010870;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA TEOTONIO FERREIRA DE ARAUJO, 0 ESPIRITO SANTINHO. 28160-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.26611;-41.42639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE DOUTOR JOSE PEREIRA PINTO;33010889;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA DAS ESTRELAS, 679 CENTRO. 28155-000 Campos dos Goytacazes - RJ.";(22) 27812341;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-21.2713806;-41.44650197
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM POSSE DO MEIO;33010919;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"POSSE DO MEIO, 0 SANTA MARIA. 28155-000 Campos dos Goytacazes - RJ.";(22) 27812797;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;EE SANTA ROSA;33010935;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SANTA MARIA, 28070-710 Campos dos Goytacazes - RJ.";;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CALIFORNIA;33010943;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA CALIFORNIA, 0 SANTA MARIA. 28155-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;E M CARLOTA FERREIRA PECANHA;33010951;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA SANTA RITA, SANTA MARIA. 28110-000 Campos dos Goytacazes - RJ.";(22) 27812432;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M CONCEICAO;33010960;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"FAZENDA CONCEICAO, SN FAZENDA CONCEICAO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M SANTA ISABEL;33010978;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SANTA MARIA, SN SANTA MARIA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SANTA BARBARA;33010986;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"FAZENDA SANTA BARBARA, 0 SANTO EDUARDO. 28155-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ANNA FERNANDES PAES;33010994;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MARIO ROCHA, 0 MURUNDU. 28160-000 Campos dos Goytacazes - RJ.";(22) 27813125;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-21.38362;-41.46824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM OLIMPIO PEIXOTO SAMPAIO;33011001;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA MARTE, S/Nº SANTA MARIA. 28155-000 Campos dos Goytacazes - RJ.";(22) 27812357;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.2681045;-41.450555
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM SERGIO VIANA BARROSO;33011010;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DE SAO MARTINHO, 0 SANTO AMARO. CABOIO. 28140-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE MANOEL PEREIRA GONCALVES;33011095;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA FAROL DE SAO TOME, 0 FAROL DE SAO TOME. 28140-000 Campos dos Goytacazes - RJ.";(22) 27473160;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-22.04075663;-41.05260913
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM APIC;33011109;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"TERMINAL PESQUEIRO, 0 FAROL DE SAO TOME. 28140-973 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.0742835;-41.1602204
ESCOLA PARALISADA;EM BARCELOS MARTINS;33011125;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"CORRENTEZA, SN CORRENTEZA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EM BARRA VELHA;33011133;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"RUA SAO PEDRO, SN FAROL DE SAO TOME. 28110-000 Campos dos Goytacazes - RJ.";(22) 27475143;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM CLAUDIA ALMEIDA PINTO DE OLIVEIRA;33011141;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DOM AUGUSTINHO, 0 SANTO AMARO - FAROL. 28140-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-22.03346;-41.03678
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MIGUEL HENRIQUE GOMES;33011168;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 SAO MARTINHO. 28140-972 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;E M FRANCISCO JOSE DA SILVA;33011176;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"PCA DO RETIRO, SN RETIRO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;E M JOSE CRESPO SOBRINHO;33011184;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"PITANGUEIRAS, SN SANTO AMARO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM JOSE MANOEL DA SILVA;33011192;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PRINCIPAL, 0 RETIRO. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM OLAVO ALVES SALDANHA FILHO;33011206;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA OLAVO ALVES SALDANHA FILHO, SN BOA VISTA. 28140-000 Campos dos Goytacazes - RJ.";(22) 998300892;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.0175;-41.10583
ESCOLA PARALISADA;EM SINHOZINHO ROCHA;33011214;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"CANTO DO ENGENHO, SN SANTO AMARO. 28140-000 Campos dos Goytacazes - RJ.";(22) 27474106;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM THIERRY HOMERO RIBEIRO GOMES;33011230;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DE SAO MARTINHO, 0 ALTO DA AREIA. 28110-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.91972;-41.21333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM OLIMPIO HONORIO DE ALMEIDA;33011290;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA PINHEIRO MACHADO, 0 FAROL DE SAO TOME. RADIO VELHO. 28140-000 Campos dos Goytacazes - RJ.";(22) 27471111;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-22.049773;-41.0657861
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM NOSSA SENHORA APARECIDA;33011303;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA SANTOS AUGUSTO DE MELO, 29 SANTO EDUARDO. 28160-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-21.21755;-41.46377
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE ESTEFANIA PEREIRA PINTO;33011311;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA A, 65 SANTO EDUARDO. 28160-000 Campos dos Goytacazes - RJ.";(22) 27811355;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-21.2165152;-41.4634337
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM GENESIO VIANA;33011320;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"RUA PALMARES, 0 SANTA MARIA. 28021-320 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.40204;-41.50873
