Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA FONTE DO SABER;33181039;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOUTOR GILBERTO CARDOSO, 296 PARQUE TURF CLUB. 28015-140 Campos dos Goytacazes - RJ.";(22) 27310348;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESCOLA RIACHUELO;33181861;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOUTOR GILBERTO CARDOSO, 102 PARQUE TURF CLUB. 28015-140 Campos dos Goytacazes - RJ.";(22) 27249270;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESCOLA RIACHUELO IV;33182035;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR ANDRE LUIZ, 21 DO LADO DO SUPER BOM. PARQUE JARDIM CARIOCA. 28080-460 Campos dos Goytacazes - RJ.";(22) 27331575;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA INFANTIL UNIVERSO DA CRIANCA;33182426;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SANTO EXPEDITO, 38 PARQUE NOVO JOCKEY. 28020-825 Campos dos Goytacazes - RJ.";(22) 999710642;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MISERICORDIOSO JESUS;33182434;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Privada;"ESTRADA MORANGABA, S/N MORANGABA. 28125-000 Campos dos Goytacazes - RJ.";(22) 981128854;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MEDEIROS RANGEL;33182442;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DELFIM MOREIRA, 14 PARQUE RIO BRANCO. 28010-000 Campos dos Goytacazes - RJ.";(22) 27394727;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CRESPO LTDA ME;33182558;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FRANCISCO RIBEIRO RANGEL, 62 PARQUE JOAO MARIA. 28024-420 Campos dos Goytacazes - RJ.";(22) 30252388;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;;
ESCOLA PARALISADA;ESCOLA E JARDIM PLANTINHAS DO JARDIM;33183007;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA VISCONDE DE ITABORAI, 731 PARQUE ROSARIO. 28026-148 Campos dos Goytacazes - RJ.";(22) 27221310;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PROTEC ESCOLA DE PROTESE DENTARIA;33183210;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BARAO DE MIRACEMA, 428 CENTRO. 28030-362 Campos dos Goytacazes - RJ.";(22) 32332998;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-21.7634837;-41.3313481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA INFANTIL ANJINHO FELIZ;33185263;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR BEDA, 602 PARQUE ROSARIO. 28026-592 Campos dos Goytacazes - RJ.";(22) 998457122;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CORDEIRO - CECOR;33185310;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA KIRK, 23 CENTRO. 28010-130 Campos dos Goytacazes - RJ.";(22) 992313964;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL INFANTIL BEM VIVER;33185930;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO JERONIMO, 76 PARQUE ROSARIO. 28027-130 Campos dos Goytacazes - RJ.";(22) 999577022;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO GAMA DE ENSINO;33186987;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOUTOR ARTHUR BERNARDES, 773 A 775 PARQUE ROSARIO. 28015-325 Campos dos Goytacazes - RJ.";(22) 999970702;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESCOLA RIACHUELO VI;33186995;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA NARCISO, 02 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27351503;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESCOLA RIACHUELO V;33187010;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA RIACHUELO, 598 PARQUE OLIVEIRA BOTELHO. 28013-450 Campos dos Goytacazes - RJ.";(22) 27225377;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA INFANTIL JARDIM DO SABER;33187231;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA OPERARIO VALDIR MANHAES, 39 - 41 PARQUE GUARUS. 28083-490 Campos dos Goytacazes - RJ.";(22) 999824707;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PROFESSOR ENOCH CARDINOT;33187258;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORA DE ALVARENGA, 68 PARQUE LEOPOLDINA. 28051-272 Campos dos Goytacazes - RJ.";(22) 27282231;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-21.75106562;-41.34281777
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ESCOLA CRIATIVA;33187266;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ELOI RIBEIRO, 62 PARQUE JOQUEI CLUB. 28020-685 Campos dos Goytacazes - RJ.";(22) 30266030;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EUCARISTICO SANTO ANTONIO;33187274;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SANTO ANTONIO, 17 PARQUE SANTO ANTONIO. 28080-525 Campos dos Goytacazes - RJ.";(22) 30565601;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EUCARISTICO SAO GONCALO;33187282;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ELIAS OLEGARIO, 131 GOYTACAZES. 28145-000 Campos dos Goytacazes - RJ.";(22) 20304149;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-21.83818718;-41.26042144
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL EDUCANDO PARA O FUTURO LTDA;33187290;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA FRANCISCO GOMES DE FREITAS, 2100 GOYTACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 997556877;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SO ANJOS;33187401;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE MARTINS SOBRINHO, 27 PARQUE SAO MATEUS. 28073-200 Campos dos Goytacazes - RJ.";(22) 997122022;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ARTE DE CRESCER;33188165;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PETROPOLIS, 107 PARQUE GUARUS. 28070-505 Campos dos Goytacazes - RJ.";(22) 999587224;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EXTERNATO EMANUEL;33188203;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA AYER CAMPOS, 233 PARQUE AURORA. 28026-120 Campos dos Goytacazes - RJ.";(22) 27345573;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.78326;-41.32531
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM JOCINEIA DA SILVA BORGES - PREDIO II;33188580;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RUA HENRIQUE DE OLIVEIRA, S/Nº PARQUE NOVO JOCKEY. 28020-805 Campos dos Goytacazes - RJ.";(22) 999512676;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL NASCER DO SOL;33198403;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANISIO ALVES PEREIRA, 105 DONANA. 28110-000 Campos dos Goytacazes - RJ.";(22) 27259349;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.81977;-41.29528
ESCOLA PARALISADA;C E ESPIRITO SANTINHO;33203008;RJ;Campos dos Goytacazes;Rural;Não Informado;Pública;"SANTO EDUARDO, ESPIRITO SANTINHO. 28110-000 Campos dos Goytacazes - RJ.";(22) 27812293;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CRECHE JARDIM REGININHA;33226806;RJ;Campos dos Goytacazes;Urbana;Não Informado;Privada;"RUA ALMIRANTE WANDENKOLK, 12 PARQUE TAMANDARE. 28035-033 Campos dos Goytacazes - RJ.";(22) 27253186;Privada;Não Informado;Não;;;;;-21.75612;-41.33851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;IFF - CAMPUS CAMPOS GUARUS;33240213;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA SOUZA MOTA, 350 PARQUE FUNDAO. 28060-010 Campos dos Goytacazes - RJ.";(22) 27372404;Federal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";;-21.73482126;-41.32435779
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL BARRETO - JARDIM ESCOLA ALEGRIA DO SABER;33270201;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"ESTRADA LOURIVAL MARTINS BEDA, 269 ESCOLA. DONANA. 28110-000 Campos dos Goytacazes - RJ.";(22) 998082142;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO POLITECNICO DE ENSINO - IPE;33271216;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA TENENTE-CORONEL CARDOSO, 265 CENTRO. 28010-801 Campos dos Goytacazes - RJ.";(22) 27241800;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Profissional;;-21.76114;-41.31904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CONSTRUINDO O SABER;33272204;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA AVINHADO, 29 PARQUE REAL - GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 997955004;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.83598;-41.25866
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ILIA LANES;33275203;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DELFINO PEIXOTO GOMES, 96 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 999487806;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-21.83039;-41.27306
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CASTELINHO ENCANTADO;33276200;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORA DE ALVARENGA, 231 PARQUE LEOPOLDINA. 28053-226 Campos dos Goytacazes - RJ.";;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7484;-41.35069
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MAGICA DO SABER;33277206;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOS GOYTACAZES, 692 PARQUE TURF CLUB. 28027-231 Campos dos Goytacazes - RJ.";(22) 27231420;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL VIVENDO E APRENDENDO;33277222;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Privada;"RUA BARAO DA LAGOA DOURADA, 272 CENTRO. 28035-212 Campos dos Goytacazes - RJ.";(22) 27222449;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.75576;-41.33379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL SANTO AMARO - CESAM;33278210;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GERALDINO SOARES DE SOUZA, 83 PARQUE JOQUEI CLUB. 28020-680 Campos dos Goytacazes - RJ.";(22) 30122266;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.77583;-41.28803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PALAVRA DA VIDA - CEPAVI;33279209;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA TANCREDO NEVES, 125 PARQUE JARDIM CARIOCA. 28080-420 Campos dos Goytacazes - RJ.";(22) 27253939;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7468;-41.32213
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO PROFISSIONAL NOSSA SENHORA DA LAPA - SANTA CASA DE MISERICORDIA DE CAMPOS;33283206;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA RUI BARBOSA, 809 PREDIO. PARQUE ALDEIA. 28010-005 Campos dos Goytacazes - RJ.";(22) 27222816;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL PAULO DE TARSO;33284202;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR PINTO FILHO, 189 ESCOLA. PARQUE AURORA. 28026-200 Campos dos Goytacazes - RJ.";(22) 27240494;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-21.78277;-41.32378
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO RENNE DE ENSINO;33306206;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CORA DE ALVARENGA, 148 PARQUE LEOPOLDINA. 28051-272 Campos dos Goytacazes - RJ.";(22) 27256043;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-21.7503126846397;-41.3450365269542
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL NOVO TEMPO;33365202;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CALDAS VIANA, 174 PARQUE CALIFORNIA. 28015-300 Campos dos Goytacazes - RJ.";(22) 30940119;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.76481;-41.30989
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL BOM PASSINHO - JARDIM DE INFANCIA BOM PASSINHO;33391203;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA EXPEDICIONARIO WILSON RIBEIRO PECANHA, 32 ESCOLA. PARQUE PRAZERES. 28080-110 Campos dos Goytacazes - RJ.";(22) 27347624;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL RIBEIRO E PESSANHA;33392200;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RODOVIA RAUL SOUTO MAIOR, 2507 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27244808;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTRELINHA MAGICA;33400237;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR ARNALDO ROSA VIANA, 12 PARQUE JOQUEI CLUB. 28020-250 Campos dos Goytacazes - RJ.";(22) 27332823;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.7804268980399;-41.2938231602311
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM E ESCOLA CORACAO MATERNO;33425213;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA HELIO GOMES MONTEIRO, 177 GOITACAZES. GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 99438103;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-21.8382;-41.27509
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM SOUZA MOTA;33439400;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA SOUZA MOTA, 123 PARQUE VERA CRUZ. 28060-010 Campos dos Goytacazes - RJ.";(22) 999547610;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-21.7381357;-41.3289682
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM ERIVELTON JUNIOR;33439419;RJ;Campos dos Goytacazes;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA SAO SEBASTIAO, 7 SAO SEBASTIAO. 28145-000 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM PARQUE IMPERIAL;33439427;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA LOURIVAL MARTINS BEDA, 2 PARQUE IMPERIAL. 28110-000 Campos dos Goytacazes - RJ.";(22) 997142407;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.79727;-41.29909
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEM BEIRA DO TAI;33439435;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JULIO DE SOUZA RANGEL, 0 BEIRA DO TAI. 28145-970 Campos dos Goytacazes - RJ.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA CASA DO MORANGUINHO;33453225;RJ;Campos dos Goytacazes;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SEBASTIAO SILVANO, 71 GOITACAZES. 28110-000 Campos dos Goytacazes - RJ.";(22) 27244686;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
